country,year,v2x_frassoc_thick,NGDPDPC,NGDP_RPCH,v2x_pubcorr,v2xnp_regcorr,v2xel_frefair,v2x_freexp,v2elembcap
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2023,0.805,35563.046,1.4,0.167,0.091,0.946,0.758,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
KOR,2024,0.817,36128.987,2.0,0.167,0.094,0.932,0.756,2.535
LAO,1990,0.038,,,0.7,0.721,0.111,0.023,-1.162
LAO,1991,0.038,,,0.7,0.721,0.11,0.023,-1.144
LAO,1992,0.038,,,0.7,0.724,0.111,0.023,-1.144
LAO,1993,0.037,,,0.7,0.724,0.114,0.023,-1.144
LAO,1994,0.037,,,0.7,0.724,0.114,0.023,-1.144
LAO,1995,0.037,,,0.7,0.724,0.114,0.023,-1.144
LAO,1996,0.037,,,0.7,0.724,0.114,0.023,-1.144
LAO,1997,0.045,,,0.7,0.724,0.115,0.023,-1.144
LAO,1998,0.045,,,0.7,0.724,0.131,0.023,-1.144
LAO,1999,0.045,,,0.7,0.724,0.131,0.023,-1.144
LAO,2000,0.044,,,0.7,0.724,0.131,0.029,-1.144
LAO,2001,0.044,,,0.7,0.724,0.131,0.029,-1.144
LAO,2002,0.044,,,0.7,0.724,0.153,0.029,-1.144
LAO,2003,0.044,,,0.7,0.724,0.157,0.029,-1.144
LAO,2004,0.044,,,0.7,0.724,0.157,0.029,-1.144
LAO,2005,0.044,,,0.7,0.724,0.157,0.029,-1.144
LAO,2006,0.045,,,0.7,0.724,0.15,0.029,-1.144
LAO,2007,0.045,,,0.7,0.724,0.147,0.029,-1.144
LAO,2008,0.045,,,0.7,0.724,0.147,0.035,-1.144
LAO,2009,0.045,,,0.7,0.724,0.147,0.04,-1.144
LAO,2010,0.05,,,0.7,0.744,0.145,0.04,-0.772
LAO,2011,0.049,,,0.7,0.744,0.136,0.04,-0.772
LAO,2012,0.048,,,0.7,0.744,0.137,0.04,-0.637
LAO,2013,0.049,,,0.7,0.744,0.137,0.055,-0.637
LAO,2014,0.049,,,0.7,0.744,0.137,0.055,-0.637
LAO,2015,0.049,,,0.7,0.744,0.137,0.041,-0.637
LAO,2016,0.049,,,0.7,0.744,0.159,0.041,-0.637
LAO,2017,0.049,,,0.7,0.703,0.165,0.03,-0.632
LAO,2018,0.06,,,0.7,0.706,0.165,0.026,-0.632
LAO,2019,0.07,,,0.691,0.707,0.165,0.033,-0.632
LAO,2020,0.054,,,0.656,0.678,0.162,0.059,-0.76
LAO,2021,0.054,,,0.699,0.683,0.214,0.043,-0.76
LAO,2022,0.046,,,0.65,0.698,0.228,0.037,-0.628
LAO,2023,0.046,,,0.65,0.679,0.211,0.061,-1.1
LAO,2024,0.046,,,0.689,0.69,0.222,0.057,-0.662
LKA,1990,0.676,,,0.337,0.408,0.496,0.484,0.535
LKA,1991,0.676,,,0.337,0.408,0.496,0.484,0.535
LKA,1992,0.676,,,0.337,0.408,0.496,0.497,0.535
LKA,1993,0.676,,,0.337,0.408,0.496,0.519,0.535
LKA,1994,0.71,,,0.378,0.44,0.56,0.55,0.535
LKA,1995,0.715,,,0.378,0.44,0.663,0.634,0.535
LKA,1996,0.715,,,0.378,0.44,0.663,0.634,0.535
LKA,1997,0.715,,,0.378,0.44,0.663,0.634,0.535
LKA,1998,0.715,,,0.378,0.44,0.663,0.542,0.535
LKA,1999,0.715,,,0.378,0.44,0.661,0.542,0.535
LKA,2000,0.723,,,0.378,0.44,0.573,0.505,0.535
LKA,2001,0.713,,,0.331,0.44,0.586,0.505,0.535
LKA,2002,0.727,,,0.331,0.44,0.648,0.564,0.535
LKA,2003,0.727,,,0.331,0.44,0.648,0.564,0.535
LKA,2004,0.717,,,0.331,0.44,0.605,0.564,0.535
LKA,2005,0.649,,,0.411,0.639,0.579,0.438,0.535
LKA,2006,0.616,,,0.411,0.639,0.492,0.351,0.535
LKA,2007,0.628,,,0.411,0.639,0.492,0.324,0.535
LKA,2008,0.622,,,0.411,0.639,0.485,0.306,0.535
LKA,2009,0.619,,,0.429,0.644,0.485,0.299,0.535
LKA,2010,0.613,,,0.577,0.722,0.487,0.375,0.631
LKA,2011,0.602,,,0.577,0.722,0.492,0.395,0.631
LKA,2012,0.601,,,0.577,0.722,0.482,0.396,0.631
LKA,2013,0.642,,,0.577,0.759,0.497,0.431,0.631
LKA,2014,0.642,,,0.577,0.734,0.501,0.425,0.631
LKA,2015,0.792,,,0.421,0.489,0.598,0.64,0.804
LKA,2016,0.793,,,0.421,0.469,0.599,0.785,0.804
LKA,2017,0.814,,,0.421,0.48,0.599,0.788,0.804
LKA,2018,0.841,,,0.425,0.524,0.599,0.826,0.804
LKA,2019,0.802,,,0.425,0.524,0.626,0.705,0.804
LKA,2020,0.755,,,0.559,0.742,0.767,0.641,0.613
LKA,2021,0.747,,,0.559,0.817,0.734,0.638,0.472
LKA,2022,0.77,,,0.466,0.625,0.754,0.657,0.605
LKA,2023,0.724,,,0.466,0.631,0.706,0.709,-0.491
LKA,2024,0.74,,,0.371,0.512,0.791,0.885,0.608
MDV,1990,0.052,,,0.548,0.82,0.156,0.197,-1.128
MDV,1991,0.052,,,0.548,0.82,0.156,0.11,-1.128
MDV,1992,0.052,,,0.548,0.82,0.156,0.11,-1.128
MDV,1993,0.05,,,0.548,0.82,0.151,0.11,-1.128
MDV,1994,0.047,,,0.548,0.82,0.14,0.11,-1.128
MDV,1995,0.052,,,0.554,0.82,0.157,0.11,-1.128
MDV,1996,0.052,,,0.554,0.82,0.157,0.11,-1.128
MDV,1997,0.052,,,0.554,0.82,0.157,0.11,-1.128
MDV,1998,0.051,,,0.554,0.829,0.152,0.11,-1.128
MDV,1999,0.047,,,0.554,0.829,0.138,0.11,-1.128
MDV,2000,0.044,,,0.554,0.829,0.151,0.127,-1.128
MDV,2001,0.044,,,0.554,0.829,0.151,0.133,-1.128
MDV,2002,0.044,,,0.554,0.829,0.151,0.157,-1.128
MDV,2003,0.053,,,0.554,0.829,0.144,0.167,-1.128
MDV,2004,0.057,,,0.554,0.847,0.12,0.229,-1.128
MDV,2005,0.435,,,0.405,0.812,0.292,0.404,-0.558
MDV,2006,0.483,,,0.328,0.764,0.3,0.414,-0.558
MDV,2007,0.488,,,0.328,0.764,0.3,0.441,-0.558
MDV,2008,0.664,,,0.328,0.586,0.461,0.718,0.116
MDV,2009,0.747,,,0.223,0.557,0.658,0.856,0.473
MDV,2010,0.748,,,0.223,0.56,0.662,0.837,0.473
MDV,2011,0.748,,,0.223,0.56,0.662,0.837,0.473
MDV,2012,0.679,,,0.245,0.672,0.659,0.698,0.355
MDV,2013,0.631,,,0.512,0.702,0.556,0.543,0.19
MDV,2014,0.623,,,0.512,0.71,0.411,0.539,0.19
MDV,2015,0.582,,,0.512,0.747,0.401,0.524,0.04
MDV,2016,0.58,,,0.475,0.734,0.414,0.468,0.04
MDV,2017,0.549,,,0.457,0.738,0.399,0.426,-0.022
MDV,2018,0.607,,,0.466,0.7,0.418,0.469,-0.022
MDV,2019,0.778,,,0.343,0.435,0.607,0.786,0.605
MDV,2020,0.732,,,0.3,0.396,0.646,0.826,0.605
MDV,2021,0.727,,,0.323,0.36,0.646,0.82,0.605
MDV,2022,0.767,,,0.323,0.36,0.646,0.765,0.605
MDV,2023,0.794,,,0.323,0.36,0.653,0.746,0.605
MDV,2024,0.783,,,0.323,0.34,0.626,0.714,0.605
MMR,1990,0.186,,,0.808,0.937,0.162,0.066,-1.16
MMR,1991,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1992,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1993,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1994,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1995,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1996,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1997,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1998,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,1999,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2000,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2001,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2002,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2003,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2004,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2005,0.205,,,0.808,0.937,0.0,0.066,-1.16
MMR,2006,0.205,,,0.808,0.937,0.0,0.076,-1.16
MMR,2007,0.205,,,0.808,0.937,0.0,0.074,-1.16
MMR,2008,0.205,,,0.808,0.937,0.0,0.076,-1.16
MMR,2009,0.205,,,0.808,0.937,0.0,0.078,-1.16
MMR,2010,0.256,,,0.793,0.894,0.02,0.155,-0.949
MMR,2011,0.403,,,0.761,0.709,0.141,0.351,-0.883
MMR,2012,0.491,,,0.761,0.685,0.347,0.423,-0.646
MMR,2013,0.599,,,0.633,0.526,0.437,0.456,-0.628
MMR,2014,0.606,,,0.633,0.526,0.433,0.459,-0.628
MMR,2015,0.621,,,0.633,0.485,0.455,0.565,-0.503
MMR,2016,0.644,,,0.503,0.331,0.526,0.59,-0.431
MMR,2017,0.628,,,0.501,0.323,0.525,0.617,-0.328
MMR,2018,0.607,,,0.399,0.247,0.515,0.608,-0.328
MMR,2019,0.654,,,0.378,0.303,0.507,0.667,-0.328
MMR,2020,0.624,,,0.378,0.314,0.552,0.661,0.293
MMR,2021,0.207,,,0.696,0.749,0.041,0.063,-0.43
MMR,2022,0.18,,,0.698,0.782,0.0,0.042,-1.433
MMR,2023,0.09,,,0.733,0.778,0.0,0.041,-1.433
MMR,2024,0.107,,,0.793,0.805,0.0,0.041,-1.856
MNG,1990,0.445,,,0.201,0.235,0.479,0.594,0.578
MNG,1991,0.736,,,0.201,0.229,0.593,0.755,0.677
MNG,1992,0.839,,,0.223,0.251,0.645,0.926,1.005
MNG,1993,0.859,,,0.223,0.279,0.691,0.916,1.005
MNG,1994,0.859,,,0.223,0.279,0.691,0.916,1.005
MNG,1995,0.859,,,0.223,0.279,0.691,0.916,1.005
MNG,1996,0.862,,,0.223,0.326,0.688,0.916,1.184
MNG,1997,0.879,,,0.223,0.326,0.681,0.937,1.184
MNG,1998,0.879,,,0.223,0.326,0.681,0.937,1.184
MNG,1999,0.879,,,0.223,0.326,0.681,0.937,1.184
MNG,2000,0.874,,,0.633,0.494,0.65,0.906,1.184
MNG,2001,0.875,,,0.633,0.494,0.625,0.906,1.184
MNG,2002,0.875,,,0.633,0.527,0.638,0.906,1.184
MNG,2003,0.875,,,0.633,0.527,0.638,0.906,1.184
MNG,2004,0.876,,,0.633,0.563,0.64,0.906,1.184
MNG,2005,0.875,,,0.633,0.622,0.643,0.906,1.184
MNG,2006,0.892,,,0.633,0.62,0.654,0.904,1.255
MNG,2007,0.892,,,0.633,0.62,0.654,0.904,1.255
MNG,2008,0.881,,,0.633,0.628,0.609,0.895,1.255
MNG,2009,0.889,,,0.633,0.614,0.612,0.9,1.255
MNG,2010,0.889,,,0.627,0.617,0.642,0.902,1.255
MNG,2011,0.889,,,0.627,0.601,0.647,0.902,1.255
MNG,2012,0.897,,,0.679,0.597,0.658,0.902,1.255
MNG,2013,0.88,,,0.69,0.584,0.672,0.898,1.255
MNG,2014,0.876,,,0.69,0.593,0.675,0.898,1.255
MNG,2015,0.864,,,0.69,0.598,0.671,0.898,1.276
MNG,2016,0.862,,,0.69,0.6,0.665,0.902,1.276
MNG,2017,0.858,,,0.74,0.611,0.664,0.903,1.276
MNG,2018,0.861,,,0.741,0.64,0.654,0.895,0.987
MNG,2019,0.852,,,0.741,0.661,0.654,0.914,0.987
MNG,2020,0.839,,,0.741,0.646,0.647,0.871,0.987
MNG,2021,0.818,,,0.773,0.667,0.648,0.823,0.987
MNG,2022,0.74,,,0.819,0.666,0.653,0.792,0.987
MNG,2023,0.705,,,0.819,0.676,0.629,0.738,0.975
MNG,2024,0.654,,,0.74,0.676,0.607,0.703,0.975
MYS,1990,0.597,,,0.554,0.55,0.225,0.247,0.716
MYS,1991,0.604,,,0.554,0.617,0.207,0.247,0.716
MYS,1992,0.604,,,0.554,0.617,0.207,0.247,0.716
MYS,1993,0.604,,,0.554,0.617,0.207,0.247,0.716
MYS,1994,0.604,,,0.554,0.617,0.207,0.247,0.716
MYS,1995,0.604,,,0.554,0.637,0.196,0.247,0.716
MYS,1996,0.604,,,0.554,0.637,0.191,0.247,0.716
MYS,1997,0.604,,,0.554,0.637,0.191,0.247,0.716
MYS,1998,0.604,,,0.554,0.637,0.191,0.247,0.716
MYS,1999,0.638,,,0.554,0.637,0.192,0.294,0.716
MYS,2000,0.652,,,0.554,0.643,0.211,0.317,1.083
MYS,2001,0.652,,,0.554,0.643,0.211,0.372,1.083
MYS,2002,0.652,,,0.609,0.646,0.211,0.372,1.083
MYS,2003,0.661,,,0.624,0.646,0.211,0.381,1.083
MYS,2004,0.661,,,0.624,0.646,0.257,0.492,1.083
MYS,2005,0.661,,,0.604,0.646,0.272,0.485,1.083
MYS,2006,0.668,,,0.604,0.646,0.272,0.475,1.083
MYS,2007,0.668,,,0.604,0.646,0.272,0.476,1.083
MYS,2008,0.654,,,0.604,0.646,0.355,0.481,1.083
MYS,2009,0.64,,,0.604,0.664,0.373,0.473,1.083
MYS,2010,0.642,,,0.604,0.68,0.373,0.458,1.083
MYS,2011,0.643,,,0.588,0.68,0.373,0.45,1.083
MYS,2012,0.643,,,0.588,0.68,0.373,0.45,1.083
MYS,2013,0.648,,,0.512,0.672,0.35,0.453,1.083
MYS,2014,0.674,,,0.512,0.672,0.339,0.453,1.083
MYS,2015,0.674,,,0.512,0.672,0.348,0.453,1.12
MYS,2016,0.677,,,0.512,0.672,0.348,0.453,1.12
MYS,2017,0.702,,,0.432,0.608,0.348,0.472,1.12
MYS,2018,0.744,,,0.299,0.254,0.421,0.635,1.143
MYS,2019,0.744,,,0.299,0.276,0.48,0.682,1.159
MYS,2020,0.693,,,0.333,0.508,0.468,0.585,1.159
MYS,2021,0.728,,,0.333,0.508,0.453,0.563,1.159
MYS,2022,0.756,,,0.279,0.409,0.474,0.616,1.183
MYS,2023,0.762,,,0.236,0.349,0.592,0.632,1.987
MYS,2024,0.803,,,0.236,0.349,0.592,0.602,1.987
NPL,1990,0.359,,,0.71,0.842,0.082,0.795,0.659
NPL,1991,0.778,,,0.755,0.782,0.163,0.869,0.789
NPL,1992,0.815,,,0.755,0.782,0.204,0.869,0.789
NPL,1993,0.815,,,0.755,0.782,0.204,0.869,0.789
NPL,1994,0.815,,,0.755,0.782,0.206,0.869,0.789
NPL,1995,0.801,,,0.755,0.782,0.218,0.867,0.789
NPL,1996,0.801,,,0.755,0.782,0.218,0.803,0.789
NPL,1997,0.785,,,0.755,0.782,0.218,0.803,0.789
NPL,1998,0.785,,,0.755,0.782,0.218,0.792,0.789
NPL,1999,0.78,,,0.675,0.782,0.198,0.792,0.789
NPL,2000,0.73,,,0.75,0.782,0.173,0.751,0.373
NPL,2001,0.708,,,0.723,0.764,0.173,0.742,0.373
NPL,2002,0.628,,,0.723,0.764,0.131,0.594,0.373
NPL,2003,0.628,,,0.723,0.731,0.0,0.588,0.373
NPL,2004,0.628,,,0.723,0.731,0.0,0.588,0.373
NPL,2005,0.628,,,0.723,0.731,0.0,0.598,0.373
NPL,2006,0.629,,,0.737,0.694,0.0,0.633,0.39
NPL,2007,0.811,,,0.737,0.699,0.0,0.893,0.425
NPL,2008,0.844,,,0.728,0.679,0.318,0.909,0.734
NPL,2009,0.854,,,0.728,0.683,0.439,0.905,0.693
NPL,2010,0.836,,,0.728,0.683,0.439,0.901,0.693
NPL,2011,0.852,,,0.728,0.666,0.439,0.901,0.693
NPL,2012,0.852,,,0.728,0.695,0.177,0.896,0.727
NPL,2013,0.819,,,0.651,0.655,0.077,0.841,0.983
NPL,2014,0.857,,,0.651,0.657,0.652,0.847,0.928
NPL,2015,0.851,,,0.651,0.613,0.652,0.854,0.928
NPL,2016,0.855,,,0.651,0.622,0.652,0.893,0.928
NPL,2017,0.861,,,0.651,0.61,0.649,0.885,1.105
NPL,2018,0.854,,,0.609,0.565,0.616,0.849,0.86
NPL,2019,0.823,,,0.664,0.626,0.619,0.826,0.86
NPL,2020,0.807,,,0.629,0.634,0.611,0.847,0.86
NPL,2021,0.855,,,0.629,0.571,0.617,0.839,0.855
NPL,2022,0.859,,,0.629,0.542,0.629,0.846,0.765
NPL,2023,0.886,,,0.587,0.521,0.722,0.85,0.765
NPL,2024,0.866,,,0.608,0.554,0.719,0.825,0.765
PAK,1990,0.66,,,0.817,0.827,0.278,0.655,-0.514
PAK,1991,0.644,,,0.817,0.827,0.28,0.655,-0.514
PAK,1992,0.644,,,0.817,0.827,0.28,0.655,-0.514
PAK,1993,0.648,,,0.817,0.827,0.281,0.655,-0.514
PAK,1994,0.66,,,0.817,0.827,0.283,0.655,-0.514
PAK,1995,0.66,,,0.817,0.827,0.283,0.655,-0.514
PAK,1996,0.66,,,0.817,0.827,0.283,0.655,-0.514
PAK,1997,0.67,,,0.817,0.827,0.31,0.674,-0.514
PAK,1998,0.652,,,0.817,0.827,0.313,0.7,-0.514
PAK,1999,0.606,,,0.808,0.816,0.223,0.689,-0.514
PAK,2000,0.419,,,0.73,0.683,0.0,0.726,-0.918
PAK,2001,0.415,,,0.73,0.683,0.0,0.726,-0.918
PAK,2002,0.478,,,0.808,0.814,0.134,0.725,-0.776
PAK,2003,0.616,,,0.808,0.855,0.183,0.725,-0.776
PAK,2004,0.616,,,0.808,0.855,0.183,0.725,-0.776
PAK,2005,0.627,,,0.808,0.855,0.183,0.725,-0.776
PAK,2006,0.622,,,0.808,0.855,0.183,0.721,-0.776
PAK,2007,0.588,,,0.808,0.855,0.183,0.717,-0.776
PAK,2008,0.661,,,0.887,0.922,0.309,0.75,-0.655
PAK,2009,0.722,,,0.887,0.922,0.319,0.781,-0.655
PAK,2010,0.748,,,0.879,0.927,0.336,0.762,-0.362
PAK,2011,0.748,,,0.879,0.927,0.336,0.762,-0.362
PAK,2012,0.732,,,0.879,0.923,0.336,0.766,-0.362
PAK,2013,0.759,,,0.877,0.868,0.344,0.701,-0.385
PAK,2014,0.782,,,0.82,0.868,0.342,0.693,-0.381
PAK,2015,0.745,,,0.82,0.867,0.336,0.609,-0.306
PAK,2016,0.74,,,0.826,0.867,0.336,0.557,-0.306
PAK,2017,0.731,,,0.868,0.874,0.336,0.479,-0.306
PAK,2018,0.687,,,0.875,0.862,0.32,0.483,-0.268
PAK,2019,0.668,,,0.844,0.882,0.287,0.44,-0.51
PAK,2020,0.636,,,0.837,0.882,0.309,0.469,-0.031
PAK,2021,0.672,,,0.837,0.877,0.319,0.508,0.056
PAK,2022,0.678,,,0.865,0.866,0.279,0.554,-0.979
PAK,2023,0.558,,,0.856,0.906,0.267,0.433,-0.813
PAK,2024,0.572,,,0.695,0.771,0.164,0.422,-1.242
PHL,1990,0.742,,,0.644,0.73,0.551,0.886,-0.473
PHL,1991,0.742,,,0.589,0.696,0.551,0.886,-0.473
PHL,1992,0.744,,,0.547,0.678,0.507,0.886,-0.343
PHL,1993,0.745,,,0.547,0.678,0.481,0.886,-0.308
PHL,1994,0.745,,,0.547,0.69,0.481,0.886,-0.308
