region,subregion,country,year,PISA,GDI,GINI,LibDem,Public Spending on Education,Private Spending on Education
Europe,Southern Europe,Slovenia,2013,,0.996,26.2,0.788,83.81774,83.81774
Europe,Southern Europe,Slovenia,2014,,1.0,25.7,0.798,82.59159,82.59159
Europe,Southern Europe,Slovenia,2015,505.0,1.001,25.4,0.808,83.32673,83.32673
Europe,Southern Europe,Slovenia,2016,,1.001,24.8,0.796,81.623039,81.623039
Europe,Southern Europe,Slovenia,2017,,1.001,24.2,0.773,82.55323,82.55323
Europe,Southern Europe,Slovenia,2018,495.0,1.002,24.6,0.758,84.42868,84.42868
Europe,Southern Europe,Slovenia,2019,,1.003,24.4,0.744,83.76446,83.76446
Europe,Southern Europe,Slovenia,2020,,1.002,24.0,0.668,80.928543,80.928543
Europe,Southern Europe,Slovenia,2021,,1.004,24.3,0.624,,
Europe,Southern Europe,Slovenia,2022,469.0,1.001,,0.73,,
Europe,Southern Europe,Spain,2000,493.0,0.968,34.1,0.812,74.41468,74.41468
Europe,Southern Europe,Spain,2001,,0.966,,0.81,,
Europe,Southern Europe,Spain,2002,,0.971,,0.81,,
Europe,Southern Europe,Spain,2003,481.0,0.971,31.8,0.792,,
Europe,Southern Europe,Spain,2004,,0.975,33.3,0.803,,
Europe,Southern Europe,Spain,2005,,0.975,32.4,0.805,77.90057,77.90057
Europe,Southern Europe,Spain,2006,461.0,0.978,33.5,0.805,,
Europe,Southern Europe,Spain,2007,,0.979,34.1,0.804,,
Europe,Southern Europe,Spain,2008,,0.979,34.2,0.817,78.8644,78.8644
Europe,Southern Europe,Spain,2009,481.0,0.982,34.9,0.82,79.08784,79.08784
Europe,Southern Europe,Spain,2010,,0.981,35.2,0.822,78.22018,78.22018
Europe,Southern Europe,Spain,2011,,0.981,35.7,0.822,77.46873,77.46873
Europe,Southern Europe,Spain,2012,488.0,0.981,35.4,0.805,71.932587,71.932587
Europe,Southern Europe,Spain,2013,,0.981,36.2,0.776,68.26564,68.26564
Europe,Southern Europe,Spain,2014,,0.981,36.1,0.776,67.48718,67.48718
Europe,Southern Europe,Spain,2015,496.0,0.982,36.2,0.762,66.39655,66.39655
Europe,Southern Europe,Spain,2016,,0.987,35.8,0.767,65.585213,65.585213
Europe,Southern Europe,Spain,2017,,0.987,34.7,0.756,66.25883,66.25883
Europe,Southern Europe,Spain,2018,,0.988,34.7,0.776,64.69379,64.69379
Europe,Southern Europe,Spain,2019,,0.988,34.3,0.802,65.15335,65.15335
Europe,Southern Europe,Spain,2020,,0.992,34.9,0.788,65.806381,65.806381
Europe,Southern Europe,Spain,2021,,0.992,33.9,0.778,,
Europe,Southern Europe,Spain,2022,474.0,0.992,,0.785,,
Europe,Northern Europe,Sweden,2000,516.0,0.99,27.0,0.877,88.87234,88.87234
Europe,Northern Europe,Sweden,2001,,0.99,26.5,0.877,,
Europe,Northern Europe,Sweden,2002,,0.99,26.2,0.876,,
Europe,Northern Europe,Sweden,2003,514.0,0.991,25.3,0.874,,
Europe,Northern Europe,Sweden,2004,,0.996,26.1,0.874,,
Europe,Northern Europe,Sweden,2005,,0.991,26.8,0.874,85.19179,85.19179
Europe,Northern Europe,Sweden,2006,507.0,0.993,26.4,0.877,,
Europe,Northern Europe,Sweden,2007,,0.993,27.1,0.881,,
Europe,Northern Europe,Sweden,2008,,0.991,28.1,0.881,85.64133,85.64133
Europe,Northern Europe,Sweden,2009,497.0,0.99,27.3,0.881,86.23553,86.23553
Europe,Northern Europe,Sweden,2010,,0.991,27.7,0.882,87.04826,87.04826
Europe,Northern Europe,Sweden,2011,,0.992,27.6,0.884,85.91282,85.91282
Europe,Northern Europe,Sweden,2012,483.0,0.992,27.6,0.887,85.63662,85.63662
Europe,Northern Europe,Sweden,2013,,0.987,28.8,0.887,85.81184,85.81184
Europe,Northern Europe,Sweden,2014,,0.988,28.4,0.886,85.24149,85.24149
Europe,Northern Europe,Sweden,2015,500.0,0.986,29.2,0.883,84.73987,84.73987
Europe,Northern Europe,Sweden,2016,,0.985,29.6,0.884,84.160789,84.160789
Europe,Northern Europe,Sweden,2017,,0.981,28.8,0.884,84.00671,84.00671
Europe,Northern Europe,Sweden,2018,506.0,0.982,30.0,0.878,83.86531,83.86531
Europe,Northern Europe,Sweden,2019,,0.99,29.3,0.871,83.40256,83.40256
Europe,Northern Europe,Sweden,2020,,0.989,28.9,0.87,84.121521,84.121521
Europe,Northern Europe,Sweden,2021,,0.987,29.8,0.869,,
Europe,Northern Europe,Sweden,2022,487.0,0.989,,0.864,,
Europe,Western Europe,Switzerland,2000,494.0,0.946,33.4,0.838,,
Europe,Western Europe,Switzerland,2001,,0.947,,0.838,,
Europe,Western Europe,Switzerland,2002,,0.945,31.7,0.839,,
Europe,Western Europe,Switzerland,2003,499.0,0.948,,0.843,,
Europe,Western Europe,Switzerland,2004,,0.951,31.6,0.843,,
Europe,Western Europe,Switzerland,2005,,0.955,,0.843,,
Europe,Western Europe,Switzerland,2006,499.0,0.957,33.9,0.843,,
Europe,Western Europe,Switzerland,2007,,0.957,34.3,0.845,,
Europe,Western Europe,Switzerland,2008,,0.956,33.8,0.852,,
Europe,Western Europe,Switzerland,2009,501.0,0.96,32.9,0.852,,
Europe,Western Europe,Switzerland,2010,,0.964,32.6,0.851,,
Europe,Western Europe,Switzerland,2011,,0.964,31.7,0.853,,
Europe,Western Europe,Switzerland,2012,509.0,0.964,31.6,0.861,,
Europe,Western Europe,Switzerland,2013,,0.966,32.5,0.861,,
Europe,Western Europe,Switzerland,2014,,0.966,32.5,0.861,,
Europe,Western Europe,Switzerland,2015,492.0,0.969,32.3,0.86,,
Europe,Western Europe,Switzerland,2016,,0.965,33.0,0.858,,
Europe,Western Europe,Switzerland,2017,,0.968,32.7,0.867,,
Europe,Western Europe,Switzerland,2018,484.0,0.967,33.1,0.867,,
Europe,Western Europe,Switzerland,2019,,0.969,34.0,0.866,,
Europe,Western Europe,Switzerland,2020,,0.97,33.7,0.856,,
Europe,Western Europe,Switzerland,2021,,0.976,,0.851,,
Europe,Western Europe,Switzerland,2022,483.0,0.98,,0.851,,
Asia,Western Asia,Turkey,2000,,0.842,,0.434,,
Asia,Western Asia,Turkey,2001,,0.847,,0.435,,
Asia,Western Asia,Turkey,2002,,0.852,,0.491,,
Asia,Western Asia,Turkey,2003,441.0,0.853,,0.504,,
Asia,Western Asia,Turkey,2004,,0.853,,0.511,,
Asia,Western Asia,Turkey,2005,,0.859,,0.494,,
Asia,Western Asia,Turkey,2006,447.0,0.863,,0.494,,
Asia,Western Asia,Turkey,2007,,0.866,,0.471,,
Asia,Western Asia,Turkey,2008,,0.878,,0.416,,
Asia,Western Asia,Turkey,2009,464.0,0.885,,0.413,,
Asia,Western Asia,Turkey,2010,,0.905,,0.372,,
Asia,Western Asia,Turkey,2011,,0.91,,0.357,76.90319,76.90319
Asia,Western Asia,Turkey,2012,475.0,0.916,,0.35,74.524307,74.524307
Asia,Western Asia,Turkey,2013,,0.92,,0.297,73.3888,73.3888
Asia,Western Asia,Turkey,2014,,0.919,,0.259,73.19095,73.19095
Asia,Western Asia,Turkey,2015,428.0,0.923,,0.233,73.4147,73.4147
Asia,Western Asia,Turkey,2016,,0.933,,0.145,73.831291,73.831291
Asia,Western Asia,Turkey,2017,,0.936,43.5,0.104,79.51687,79.51687
Asia,Western Asia,Turkey,2018,466.0,0.937,42.4,0.109,72.02518,72.02518
Asia,Western Asia,Turkey,2019,,0.939,43.8,0.113,68.54684,68.54684
Asia,Western Asia,Turkey,2020,,0.938,43.0,0.117,68.80835,68.80835
Asia,Western Asia,Turkey,2021,,0.94,44.4,0.116,,
Asia,Western Asia,Turkey,2022,456.0,0.942,,0.114,,
Europe,Northern Europe,United Kingdom,2000,,0.983,38.8,0.787,,
Europe,Northern Europe,United Kingdom,2001,,0.984,37.1,0.794,,
Europe,Northern Europe,United Kingdom,2002,,0.976,35.1,0.801,,
Europe,Northern Europe,United Kingdom,2003,,0.976,34.9,0.801,,
Europe,Northern Europe,United Kingdom,2004,,0.976,34.8,0.801,,
Europe,Northern Europe,United Kingdom,2005,,0.963,35.5,0.804,,
Europe,Northern Europe,United Kingdom,2006,495.0,0.965,35.9,0.805,,
Europe,Northern Europe,United Kingdom,2007,,0.965,34.4,0.805,,
Europe,Northern Europe,United Kingdom,2008,,0.965,35.4,0.805,,
Europe,Northern Europe,United Kingdom,2009,494.0,0.966,35.1,0.805,,
Europe,Northern Europe,United Kingdom,2010,,0.965,33.7,0.803,,
Europe,Northern Europe,United Kingdom,2011,,0.966,33.2,0.803,,
Europe,Northern Europe,United Kingdom,2012,499.0,0.966,33.1,0.804,54.861919,54.861919
Europe,Northern Europe,United Kingdom,2013,,0.967,32.7,0.799,32.72168,32.72168
Europe,Northern Europe,United Kingdom,2014,,0.969,33.1,0.8,26.82421,26.82421
Europe,Northern Europe,United Kingdom,2015,498.0,0.969,33.3,0.791,24.9912,24.9912
Europe,Northern Europe,United Kingdom,2016,,0.97,33.1,0.788,27.58112,27.58112
Europe,Northern Europe,United Kingdom,2017,,0.971,32.6,0.804,25.28605,25.28605
Europe,Northern Europe,United Kingdom,2018,504.0,0.973,33.7,0.809,24.57307,24.57307
Europe,Northern Europe,United Kingdom,2019,,0.976,32.8,0.787,23.69618,23.69618
Europe,Northern Europe,United Kingdom,2020,,0.979,32.6,0.8,24.665939,24.665939
Europe,Northern Europe,United Kingdom,2021,,0.979,32.4,0.782,,
Europe,Northern Europe,United Kingdom,2022,494.0,0.978,,0.766,,
Americas,Northern America,United States,2000,504.0,0.988,40.1,0.807,43.74466,43.74466
Americas,Northern America,United States,2001,,0.989,40.6,0.761,,
Americas,Northern America,United States,2002,,0.989,40.4,0.765,,
Americas,Northern America,United States,2003,495.0,0.99,40.8,0.795,,
Americas,Northern America,United States,2004,,0.989,40.3,0.799,,
Americas,Northern America,United States,2005,,0.99,41.0,0.801,41.96656,41.96656
Americas,Northern America,United States,2006,,0.99,41.4,0.807,,
Americas,Northern America,United States,2007,,0.991,40.8,0.841,,
Americas,Northern America,United States,2008,,0.991,40.8,0.842,41.32191,41.32191
Americas,Northern America,United States,2009,500.0,0.992,40.6,0.85,40.64556,40.64556
Americas,Northern America,United States,2010,,0.992,40.0,0.85,39.98513,39.98513
Americas,Northern America,United States,2011,,0.992,40.9,0.848,39.0803,39.0803
Americas,Northern America,United States,2012,498.0,0.992,40.9,0.847,37.802078,37.802078
Americas,Northern America,United States,2013,,0.993,40.6,0.85,36.32563,36.32563
Americas,Northern America,United States,2014,,0.995,41.5,0.847,34.74318,34.74318
Americas,Northern America,United States,2015,497.0,0.996,41.2,0.848,35.20469,35.20469
Americas,Northern America,United States,2016,,0.996,41.1,0.832,35.03867,35.03867
Americas,Northern America,United States,2017,,0.997,41.2,0.745,35.1278,35.1278
Americas,Northern America,United States,2018,505.0,0.999,41.4,0.742,35.64267,35.64267
Americas,Northern America,United States,2019,,1.001,41.5,0.735,35.68111,35.68111
Americas,Northern America,United States,2020,,1.003,39.7,0.725,37.532001,37.532001
Americas,Northern America,United States,2021,,1.011,39.7,0.752,,
Americas,Northern America,United States,2022,504.0,1.012,41.3,0.763,,
